1.4897873071158328E11,2.483894598877005E9,1.4935413483135675E11,2.567831551515756E9,
1.4891307370223734E11,5.075098865761144E9,1.4925932968398148E11,5.242209427896277E9,
1.4880303042297382E11,7.6648899840229645E9,1.4910207858246252E11,7.906317099017907E9,
1.4864860448175946E11,1.025254000925202E10,1.488848364035547E11,1.0555472916092216E10,
1.4844980333484586E11,1.283731366699828E10,1.4861088040027475E11,1.3185650977902098E10,
1.4820664036902792E11,1.5418466725292278E10,1.482841395184381E11,1.5793634452547804E10,
1.4791913716012918E11,1.799524490006867E10,1.4790900896909387E11,1.8377125550875645E10,
1.4758732580530362E11,2.0566883174267548E10,1.4749015839110538E11,2.093482183492544E10,
1.4721125135502576E11,2.3132605428568542E10,1.4703233150748892E11,2.3466467146571014E10,
1.4679097445483826E11,2.5691624384635925E10,1.4654012833194022E11,2.597287707250869E10,
1.4632657429929425E11,2.824314201187952E10,1.4601776160009387E11,2.845592665539782E10,
1.4581815187581802E11,3.0786350682086815E10,1.454687892363119E11,3.0918477218947083E10,
1.4526583324978662E11,3.3320435389848686E10,1.4489584307228195E11,3.3364216445931473E10,
1.446697723926676E11,3.584457721635874E10,1.443003943131571E11,3.57973972593376E10,
1.440301529205071E11,3.835795789248E10,1.4368260718421924E11,3.822248721242748E10,
1.433471882211292E11,4.085976492481378E10,1.4304132316226218E11,4.064377197926222E10,
1.426211198189185E11,4.334919648822868E10,1.4237418807595187E11,4.3064977700773125E10,
1.4185221429993616E11,4.58254653245485E10,1.416778958370829E11,4.5488973996828735E10,
1.410407594591879E11,4.828780121285875E10,1.4094849500302643E11,4.79175929703565E10,
1.4018706038563242E11,5.073545201277542E10,1.401817000024984E11,5.0351564090726585E10,
1.3929143599810587E11,5.316768361467952E10,1.3937316531494247E11,5.279053779605395E10,
1.383542162374701E11,5.5583779251635605E10,1.385187059237064E11,5.523316083777368E10,
1.3737573985646565E11,5.798303855884092E10,1.3761446881117E11,5.767717198842237E10,
1.363563526041043E11,6.036477659710723E10,1.3665707202156218E11,6.011950050016485E10,
1.3529640558035556E11,6.2728322873085884E10,1.356437295291301E11,6.25563646433086E10,
1.3419625360980252E11,6.507302024560629E10,1.3457237421814066E11,6.498337930742627E10,
1.330562536132246E11,6.739822353404913E10,1.3344178068754054E11,6.739568761918199E10,
1.3187676310500958E11,6.97032976570128E10,1.3225167748190211E11,6.978813052833858E10,
1.3065813906615723E11,7.198761523013162E10,1.3100282844184608E11,7.215546013546075E10,
1.2940073748726114E11,7.425055371795894E10,1.2969705923889894E11,7.449258903585547E10,
1.2810491380897931E11,7.6491492409745E10,1.2833721059762546E11,7.679485373534831E10,
1.267710243192322E11,7.870980959662068E10,1.269270133905093E11,7.905826144104988E10,
1.25399428361139E11,8.09048803123202E10,1.2547089747916972E11,8.127969078260956E10,
1.2399049105386421E11,8.307607486471762E10,1.2397375852334236E11,8.345702798495457E10,
1.2254458619352463E11,8.522275819719199E10,1.224407098293312E11,8.558923531969618E10,
1.2106209908312068E11,8.734428996613742E10,1.2087683965995831E11,8.767636107665916E10,
1.1954342918229694E11,8.944002516504364E10,1.192869828972273E11,8.971950483948515E10,
1.1798899259306621E11,9.15093151747979E10,1.1767550575906932E11,9.17207478455096E10,
1.1639922444601193E11,9.35515092364202E10,1.1604609833717513E11,9.36830487314872E10,
1.1477458119618636E11,9.556595646300603E10,1.14401574216436E11,9.56100951627626E10,
1.131155426918101E11,9.755200856175629E10,1.1274368831322516E11,9.750609744295485E10,
1.1142261369866997E11,9.950902336624883E10,1.1107299871802098E11,9.937551595011421E10,
1.0969632444563318E11,1.0143636906788887E11,1.0938880787626071E11,1.0122273141750656E11,
1.0793722980523071E11,1.0333342874532793E11,1.0768921449361417E11,1.03051690667886E11,
1.0614590697848456E11,1.0519960456076952E11,1.0597128680136148E11,1.0486557910176523E11,
1.0432295193377052E11,1.0703432097007741E11,1.0423133687434612E11,1.0666657303262225E11,
1.0246897517523438E11,1.0883702652623703E11,1.0246524921489113E11,1.0845570605215442E11,
1.0058459752377888E11,1.1060719423779326E11,1.0066880807979456E11,1.1023285254819907E11,
9.867044645029005E10,1.1234432078781857E11,9.883797968535982E10,1.1199680353699391E11,
9.672715321162257E10,1.1404792508450371E11,9.696912893579817E10,1.1374539651242523E11,
9.475535075524272E10,1.1571754658083725E11,9.505917346127344E10,1.1547566374720285E11,
9.275567217964665E10,1.1735274363958476E11,9.310569228663652E10,1.1718397658914172E11,
