1.493508222531766E11,2.679399581467689E9
1.4925328628431042E11,5.353424467460979E9
1.490933340100971E11,8.016929127534091E9
1.4887346925404742E11,1.0665231976027935E10
1.4859701958985147E11,1.3294314869444775E10
1.482679665240572E11,1.5900977271923857E10
1.4789076042252524E11,1.8482948780552807E10
1.4747012732517917E11,2.1038969392750343E10
1.4701086449266736E11,2.356884483996647E10
1.4651761513549432E11,2.607347526923748E10
1.4599461430597577E11,2.855484281151243E10
1.4544540948820367E11,3.1015932712713326E10
1.448725794176518E11,3.3460560994458267E10
1.442774957988247E11,3.589309531091018E10
1.4366018254264212E11,3.831808468561033E10
1.4301931501790445E11,4.0739847443663956E10
1.4235236786512677E11,4.316208688328726E10
1.4165587921597156E11,4.5587597825113335E10
1.4092577243434338E11,4.8018096797779686E10
1.4015767515084027E11,5.045417114649908E10
1.3934719492734482E11,5.289531580560329E10
1.3849013755371436E11,5.534001867221585E10
1.3758267539439746E11,5.778586318737313E10
1.3662148393029477E11,6.022963177692272E10
1.3560386506850632E11,6.266740909637391E10
1.3452786878304137E11,6.509469530191372E10
1.333924134210806E11,6.750654468879693E10
1.3219739286943922E11,6.98977429606362E10
1.3094374953685527E11,7.226302727258672E10
1.2963348970992392E11,7.459733934275755E10
1.282696245685912E11,7.689608829318996E10
1.2685603446035995E11,7.915539253712129E10
1.2539727021351823E11,8.137227283629266E10
1.2389831614991022E11,8.35447804485882E10
1.2236434064607533E11,8.567205922465825E10
1.2080045242511115E11,8.775435156237459E10
1.1921146929562971E11,8.979296095689427E10
1.1760169697595644E11,9.179017848773746E10
1.1597471356929059E11,9.374917053258107E10
1.1433316191693391E11,9.567381582703572E10
1.1267856568315428E11,9.756847770149791E10
1.1101119989846928E11,9.943770646781969E10
1.0933005388123427E11,1.0128588756465683E11
1.0763291567478778E11,1.0311687602284688E11
1.0591658119400468E11,1.0493367397246313E11
1.0417715805871234E11,1.0673820382160622E11
1.0241041009065993E11,1.0853120481562874E11
1.0061208548572311E11,1.1031224705222865E11
9.87781888145275E10,1.1207983095026118E11
9.690518298254758E10,1.138315311175873E11
9.499012963381534E10,1.1556415043979634E11
9.303078845419017E10,1.1727386560188297E11
9.102569700453865E10,1.1895636153767183E11
8.897424595795793E10,1.2060696470815305E11
8.687675329807793E10,1.2222079146574416E11
8.473452821043143E10,1.237929271207757E11
8.254990436213622E10,1.2531864340016396E11
8.032621699055647E10,1.2679364792347221E11
7.806770234964029E10,1.2821434298420526E11
7.577931235346274E10,1.295780588586321E11
7.346645737752051E10,1.3088322554264256E11
7.11347076220171E10,1.3212945825460713E11
6.878949022776756E10,1.333175514375069E11
6.643581320177152E10,1.3444939420332727E11
6.407803285598094E10,1.3552782941727141E11
6.171966704001048E10,1.3655647681346721E11
5.936324865769147E10,1.3753953128333493E11
5.701021526541378E10,1.3848153719769873E11
5.466083907848637E10,1.3938713442447482E11
5.2314212369731186E10,1.4026077535740274E11
4.99683092473925E10,1.4110642478616623E11
4.7620140096492775E10,1.4192727103475922E11
4.526599789097196E10,1.427254886527861E11
4.290177172257471E10,1.4350209133881308E11
4.0523283577691376E10,1.4425689624603024E11
3.8126599922203964E10,1.4498859428583942E11
3.5708282132976814E10,1.4569489790501642E11
3.3265562084951164E10,1.4637272774488318E11
3.0796450514579777E10,1.4701840419006216E11
